End_Year,MTD_bins,Annual_DegD_Anomaly,Annual_DegD_SD,Annual_DegD_Mean,Annual_DegD_Anomaly_SE,mean_SSC_Anomaly,mean_SSC,se_SSC_Anomaly,se_SSC,median_SSC_Anomaly,mean_NDVI_Anomaly,mean_NDVI,se_NDVI_Anomaly,se_NDVI,Q_MAX_5yr,Q_Mean_norm_Annual,Q_Max_norm_Annual,Q_MEAN_5yr,Q_MAX_baseline,Q_MAX_baseline_SD,Q_MEAN_baseline,Q_MEAN_baseline_SD,Q_MAX_Anomaly,Q_MEAN_Anomaly,Perc_Lost_Anomaly,Perc_Lost_Anomaly_SE
2001,"(3.0,3.5]",0.390678927551863,430.286868153493,5507.98916605627,0.0206988097530642,-0.0867982557709667,144.045613915286,0.017436944250861,1.78744341683033,-0.217428667643661,-0.106292505425283,0.19049430207647,0.0159683001897677,0.000991306924084232,0.970642222675878,1.07718122432809,0.968144449752835,1.05839046036994,0.984633467437703,0.0854176708538658,0.996859515304904,0.0783566079401558,-0.163798013010239,0.785268105429331,-0.224847660927826,0.0310194938351872
2002,"(3.0,3.5]",0.0287946795268379,437.372151746259,5475.48967786001,0.0168449818606409,-0.0986451328655211,143.668329980653,0.0173833651694657,1.75819232115117,-0.242255506619586,-0.261561524059805,0.188243425114718,0.0176023624299432,0.00101539857858521,0.952995113510248,1.04387441134937,1.04910119757865,1.00676032513009,0.984633467437703,0.0854176708538658,0.996859515304904,0.0783566079401558,-0.370395886602702,0.126355773756112,0.474577810098528,0.0352610900361499
2003,"(3.0,3.5]",-1.09394736295808,429.470005965434,5420.71075232609,0.00924475277307668,,143.68715574574,,1.77742296892553,,-0.442785169012816,0.186148898967,0.0179045201626703,0.00100903212892115,0.948774495758671,1.05795930905488,1.10172732833516,0.997124318480165,0.984633467437703,0.0854176708538658,0.996859515304904,0.0783566079401558,-0.419807415966426,0.00337946195251223,0.0417901534562459,0.0299544687661721
2004,"(3.0,3.5]",-1.19606894692317,430.833852148375,5402.22857693023,0.00839453344487199,-0.0528472419287019,144.584087494776,0.0192054265556542,1.79261668949572,-0.16971271911871,-0.346985278931225,0.187244998280784,0.0189729821759991,0.000981683375221131,0.960469611119117,0.902258613258943,0.992991791401426,1.00078996594151,0.984633467437703,0.0854176708538658,0.996859515304904,0.0783566079401558,-0.282890601874713,0.0501610615866838,-0.257057654349119,0.0285317578150238
2005,"(3.0,3.5]",-0.0103769803057361,426.337492616644,5493.59014580123,0.012936408187153,-0.00902305608146439,145.887803119641,0.0208668767988807,1.81556752532877,-0.146357449341676,-0.0405752210166232,0.190839139016338,0.0198577502071568,0.000976116650153679,1.0202923494379,1.10516390130855,0.989496980121407,1.03728749185997,0.984633467437703,0.0854176708538658,0.996859515304904,0.0783566079401558,0.417464930192226,0.515948528373507,-0.221354845792013,0.0324422592940704
2006,"(3.0,3.5]",-0.310441294890993,412.054954905945,5479.68296453707,0.0191587645057318,0.030202529311166,146.505681284139,0.0232695749404809,1.82968831080376,-0.134123657576555,0.0942533552073574,0.192688369122188,0.0211631921551857,0.000967172341681102,1.05085430237404,1.06371885145416,1.12095421443355,1.03459501728518,0.984633467437703,0.0854176708538658,0.996859515304904,0.0783566079401558,0.775259197240653,0.481586722195734,-0.285334559480236,0.0311046767286849
2007,"(3.0,3.5]",0.667232461126039,414.219851358418,5526.05164826662,0.0197524846786283,,147.209886170884,,1.8466173704413,,0.392266795563808,0.196020144544352,0.0231155601733295,0.000955795063038998,1.02170470781515,1.11013808223088,0.90335322478419,1.04784775146148,0.984633467437703,0.0854176708538658,0.996859515304904,0.0783566079401558,0.433999663147741,0.650720309326321,0.0889065750361447,0.0474643762082859
2008,"(3.0,3.5]",0.761772406825649,423.385575364617,5548.66915632266,0.0247795241878353,0.215232912752089,148.593114427739,0.0396195858994603,1.85619262956477,-0.060947879223864,0.501559496718066,0.197126811654466,0.0238121701718932,0.000975388507856556,0.994301264249754,1.05733780115223,0.964710110508199,1.04772344988095,0.984633467437703,0.0854176708538658,0.996859515304904,0.0783566079401558,0.113182632064392,0.649133951981382,0.382267595424205,0.0493396519180415
2009,"(3.0,3.5]",-0.233955847031674,422.374729805644,5466.76692274916,0.0114690813222757,,148.510030875189,,1.86493810815704,,0.391394009859766,0.196009758571,0.0258973285349842,0.000987597215156634,0.99126224025257,1.08351207071786,0.977796671415506,1.08397414137274,0.984633467437703,0.0854176708538658,0.996859515304904,0.0783566079401558,0.0776042328080689,1.11177127695938,0.164540389468941,0.069435143938282
2010,"(3.0,3.5]",0.240591313223754,420.927944064407,5499.57010534422,0.00926446622509074,0.270859732718088,148.348311669985,0.0496728743963165,1.88004228485554,-0.0696227276870092,0.233439214604409,0.194576448245679,0.0267547703920855,0.000970462550776654,0.968522779232225,0.955374581190233,0.875799675019682,1.05401627734907,0.984633467437703,0.0854176708538658,0.996859515304904,0.0783566079401558,-0.188610717717191,0.729444057708854,0.06793790871619,0.0429904469280346
2011,"(3.0,3.5]",0.0396983418255964,414.799180663172,5467.74170030411,0.0136152371073457,,148.142993882481,,1.90349205972546,,0.170116241310638,0.193812027967471,0.0283781352373375,0.00096159181232385,0.951078300238713,0.947230369524437,1.03373181946599,1.03071858096313,0.984633467437703,0.0854176708538658,0.996859515304904,0.0783566079401558,-0.392836363524799,0.432115000231821,0.320964656738822,0.0791231005768834
2012,"(3.0,3.5]",-0.0046612335078603,415.283469032677,5434.60871690335,0.00936242623040859,0.212466075282015,147.99007174123,0.0535416939644249,1.90108109174283,-0.129416065235688,0.2496059724984,0.194593356694861,0.0304676164989779,0.000929401220912242,1.0062193559773,1.0391225136592,1.17905850347713,1.01651546724879,0.984633467437703,0.0854176708538658,0.996859515304904,0.0783566079401558,0.252709870496552,0.250852512131476,-0.0841737608178878,0.0364809045662675
2013,"(3.0,3.5]",1.41685677027015,448.730847769812,5527.52160078417,0.0231678295882805,0.128338701273648,146.106076227375,0.0524196441065474,1.889764666838,-0.219334797209767,0.582070366169807,0.197894991166262,0.0339963094217434,0.000901999599056129,1.05633032278425,1.08133372109923,1.21526494454296,1.02131465123819,0.984633467437703,0.0854176708538658,0.996859515304904,0.0783566079401558,0.839367950798029,0.312100492557915,0.27389107827589,0.0445449274933146
2014,"(3.0,3.5]",1.86160283251577,449.152221720873,5529.40142063523,0.0278405173589534,,143.786035386942,,1.86783479485426,,1.01682578631325,0.202096288258785,0.0366275769202516,0.00089649499121412,1.02286913502062,0.903752166602239,0.810490732597339,0.985362670415069,0.984633467437703,0.0854176708538658,0.996859515304904,0.0783566079401558,0.447631821386595,-0.14672463742452,0.133927013969064,0.0542410114299374
2015,"(3.0,3.5]",1.84173176675712,454.235237404596,5536.4398825872,0.0229297049582557,,141.663223613319,,1.83258952997645,,1.34057829390222,0.205110931788539,0.0392267882432619,0.000888814024165892,1.02357641603425,0.850770232382774,0.879336080087817,0.964441800653577,0.984633467437703,0.0854176708538658,0.996859515304904,0.0783566079401558,0.455912087127356,-0.41372024011153,0.423934036934701,0.051630184221565
2016,"(3.0,3.5]",1.51530358332784,418.183247760222,5513.22023974338,0.0181002090080108,-0.207256645860288,140.014825340145,0.0455688849447759,1.8129933893352,-0.455314492838091,1.67087166998403,0.208338708549619,0.0418808057283473,0.000878876012113799,0.993190328710064,0.92829155399764,0.88180138284507,0.960654037548218,0.984633467437703,0.0854176708538658,0.996859515304904,0.0783566079401558,0.100176710355395,-0.462060299806969,0.157937520726772,0.0443562526757603
2017,"(3.0,3.5]",0.861436171103777,397.782153070307,5445.71939794081,0.0351349496650462,-0.265972689832905,138.648020784482,0.0487012803288061,1.78775717366337,-0.503744031575694,1.73132373576051,0.209018044938724,0.0412326491423597,0.000902250978054131,0.952051988879175,0.954663603185744,0.973366804322691,0.943762255453526,0.984633467437703,0.0854176708538658,0.996859515304904,0.0783566079401558,-0.381437215892588,-0.677636018801759,-0.323294582843564,0.0326717950576386
2018,"(3.0,3.5]",1.07988066324216,405.597094273858,5468.08946058824,0.0240282307313915,-0.296538193238949,138.529586652452,0.0485624739211289,1.81907712010676,-0.526650663087943,1.42548720450555,0.205884257213471,0.0410683195492342,0.000905353906785201,0.914296067982139,0.91827472138318,1.02648534005778,0.911150455510315,0.984633467437703,0.0854176708538658,0.996859515304904,0.0783566079401558,-0.823452556742022,-1.09383320753302,0.107121796147914,0.0467860890897869
2019,"(3.0,3.5]",0.468856343618208,390.312559194936,5445.32578444405,0.0241613945509074,,136.960909890159,,1.80764731099241,,1.07014033655566,0.202299362310695,0.0416480248218646,0.000896970962818473,0.891320927779645,0.837399682107483,0.695615031584869,0.897879958611364,0.984633467437703,0.0854176708538658,0.996859515304904,0.0783566079401558,-1.09242664574288,-1.2631934854701,-0.033220885833289,0.0434379290918872
2020,"(3.0,3.5]",0.885730181460754,402.507704453032,5486.08620686532,0.0216758106117171,-0.343088610745299,136.955905617898,0.0456169913896459,1.81397234722336,-0.605880628492008,1.076380378863,0.202536027859828,0.0420089959728046,0.000915157817454224,0.966293288496492,1.35355569837962,1.25419788367205,0.998437051810734,0.984633467437703,0.0854176708538658,0.996859515304904,0.0783566079401558,-0.214711765819375,0.0201327819988779,-0.0694999591867716,0.0457516932309601
2021,"(3.0,3.5]",0.441474625486504,408.533678053291,5492.47266751097,0.0152901895764616,,135.44467882519,,1.80033232971808,,0.952293309107969,0.201455573179455,0.0429992223763051,0.000922683959256509,1.06311956548627,1.35879126844262,1.36593276779397,1.08453699469973,0.984633467437703,0.0854176708538658,0.996859515304904,0.0783566079401558,0.918850833369646,1.11895450428112,-0.588801632493915,0.0299945600244821
2022,"(3.0,3.5]",0.223522336556084,410.785606887602,5473.96677064882,0.0163937052871077,,133.911648344405,,1.79833521723812,,0.796918637254197,0.200012907697044,0.0458414887424271,0.000906555070684074,1.10558638342418,1.14718699100205,1.18570089401225,1.12304167226299,0.984633467437703,0.0854176708538658,0.996859515304904,0.0783566079401558,1.41601749119816,1.61035757257971,0.0144157709915797,0.0424645032714307
2023,"(3.0,3.5]",1.54680722954454,430.634095739174,5539.05295822194,0.0127858217739852,,130.446597304765,,1.76487128347222,,0.858042947448771,0.200864630303622,0.0514530255554482,0.00090459737775321,1.14986479037873,1.2594943864071,1.24787737483051,1.19128560526778,0.984633467437703,0.0854176708538658,0.996859515304904,0.0783566079401558,1.93439274671523,2.48129794121976,0.354234993964812,0.073128767618139
2003,"(2.5,3.0]",-1.13053133974649,411.414402137995,3970.54915133941,0.0190881827360392,,143.68715574574,,1.77742296892553,,-0.442785169012816,0.186148898967,0.0179045201626703,0.00100903212892115,0.948774495758671,1.05795930905488,1.10172732833516,0.997124318480165,0.984633467437703,0.0854176708538658,0.996859515304904,0.0783566079401558,-0.419807415966426,0.00337946195251223,0.196400207511273,0.0635628160553145
2004,"(2.5,3.0]",-1.1635420782965,398.391058528715,3989.59277175772,0.0213350886418462,-0.0528472419287019,144.584087494776,0.0192054265556542,1.79261668949572,-0.16971271911871,-0.346985278931225,0.187244998280784,0.0189729821759991,0.000981683375221131,0.960469611119117,0.902258613258943,0.992991791401426,1.00078996594151,0.984633467437703,0.0854176708538658,0.996859515304904,0.0783566079401558,-0.282890601874713,0.0501610615866838,-0.240775516109692,0.061347805393348
1990,"(3.5,4.0]",0.776715574984529,511.51104036217,7212.2803360446,0.0132974847888613,0.0678932548368045,148.813321793281,0.02305078002242,1.7578394990106,-0.0753710226106016,-0.0114758609598921,0.192531628651539,0.0231157242570861,0.000958043367710311,1.00884632153046,1.0051763217037,0.980313469103606,1.02281973754566,0.984633467437703,0.0854176708538658,0.996859515304904,0.0783566079401558,0.283464227609069,0.331308653133474,0.285401233324413,0.022701725874123
1991,"(3.5,4.0]",1.24345953381531,543.056614142102,7224.93041203672,0.00468488175857531,0.0394026385491531,147.033092328818,0.0203519838858074,1.70541785981875,-0.0871589302323852,0.00415836222213787,0.192762377898311,0.0207977916897409,0.000932728376644146,0.981125981000801,1.09124450826261,1.00988827623007,1.03269933751256,0.984633467437703,0.0854176708538658,0.996859515304904,0.0783566079401558,-0.041062773098823,0.457393743167529,-0.0448469984885308,0.0240370669614004
1992,"(3.5,4.0]",1.33066373024714,549.547991903906,7222.51162778285,0.00436565126255664,0.0338807024231419,146.690580135818,0.0188596965068294,1.72493693913241,-0.0242799000407558,-0.0263040022586923,0.192471563633266,0.0200566237017501,0.000946553136011924,1.08039722211806,1.14143236253855,1.30610435021165,1.07306396852941,0.984633467437703,0.0854176708538658,0.996859515304904,0.0783566079401558,1.12112345985401,0.972533845297446,0.15734540519779,0.0271464241578819
1993,"(3.5,4.0]",0.617959583825751,527.990449393803,7222.34576637177,0.00808012318270986,0.0249165866782033,146.02921002162,0.0175492698487655,1.7200312616989,-0.0632758604549961,0.0741148306417791,0.193556199396455,0.0173950337492606,0.000948143778219171,1.05438183089337,0.969323950513666,1.01589536491345,1.0360271135699,0.984633467437703,0.0854176708538658,0.996859515304904,0.0783566079401558,0.816556606594845,0.49986337201978,-0.0109694308918599,0.0212052525200149
1994,"(3.5,4.0]",-0.348179568129647,495.376445081125,7108.16377124746,0.0141013783984479,0.0557099863167222,146.337233121603,0.0170590353611704,1.75616492013417,0.0143705945300239,0.0325529260292182,0.193065965621197,0.0162904040886889,0.000933858329324068,1.04838962087668,0.925875342898525,0.929746643924601,1.02661049718341,0.984633467437703,0.0854176708538658,0.996859515304904,0.0783566079401558,0.746404728689541,0.379686955071197,-0.113530642183668,0.0227484167234502
1995,"(3.5,4.0]",0.227692727755248,489.367685987199,7187.25761293407,0.00651545799528269,0.0616114497195945,147.515522343808,0.0172428467176958,1.83200686414246,0.0190320134911416,-0.0450494470978225,0.192464217462441,0.0165757521978904,0.00095749373804017,0.979658945715775,0.698617253750712,0.6366600932991,0.965298683592812,0.984633467437703,0.0854176708538658,0.996859515304904,0.0783566079401558,-0.0582376184248727,-0.402784558211043,-0.354629178660437,0.0198257465685492
1996,"(3.5,4.0]",0.446109920546885,464.78772128398,7181.2124685894,0.0197908108017676,0.0694484814475151,147.383839130295,0.0170166153366451,1.81109823737285,0.0100277180006062,0.0845269599325308,0.19404822154627,0.0166832046555786,0.00101036729892706,0.983526353517611,1.05101714678146,1.02922531523925,0.957253211296582,0.984633467437703,0.0854176708538658,0.996859515304904,0.0783566079401558,-0.0129611813226181,-0.505462207329981,-0.26078545170641,0.0208685064857374
1997,"(3.5,4.0]",0.735329606027877,493.82749699914,7251.65276210065,0.0233855066479187,0.0325312907538744,146.34478631213,0.0170962571672196,1.80935656929772,-0.0290252841962361,0.308474080241252,0.196532252042068,0.0169173216713315,0.00104037290986252,0.94977283215664,1.30202508754863,1.1373367434068,0.989371756298598,0.984633467437703,0.0854176708538658,0.996859515304904,0.0783566079401558,-0.408119712614311,-0.0955600198010625,0.124428284381891,0.0244332810242345
1998,"(3.5,4.0]",1.12366596047553,524.074763061943,7301.43137406979,0.0284271195442838,0.0341331182872492,145.802217994108,0.0173767560056616,1.80338835560543,-0.0585213180661956,0.422844440272964,0.197849053235542,0.0162008945707969,0.00104548963906643,0.971159842592558,1.10613934230449,1.12283041709304,1.01673483465676,0.984633467437703,0.0854176708538658,0.996859515304904,0.0783566079401558,-0.157738143764145,0.253652115301344,0.297046862789393,0.0217508467542898
1999,"(3.5,4.0]",1.00864446859141,528.139231015317,7274.89022758333,0.0225524082880308,-0.0412447400771975,144.590382186395,0.0171235187846387,1.7808073570643,-0.11296141382126,0.278465574551363,0.196121422291346,0.0159993573213752,0.00104184546311587,0.972113756727477,0.883930375952203,0.934516214599197,1.0083458412675,0.984633467437703,0.0854176708538658,0.996859515304904,0.0783566079401558,-0.146570499816663,0.146590393134,0.167864498365317,0.0222608287987952
2000,"(3.5,4.0]",0.471550072497034,508.1448596993,7217.47112697479,0.0193448674255568,-0.0540443127401677,143.601135027095,0.017469168649255,1.74917595329303,-0.166900851250154,-0.0183615203364458,0.192106803005946,0.0149398616737927,0.00100664625786109,0.98285839577316,0.922676271716284,0.690383288527517,1.05315764486061,0.984633467437703,0.0854176708538658,0.996859515304904,0.0783566079401558,-0.0207810824949765,0.718486047771565,0.103454846198317,0.0236521180602076
2001,"(3.5,4.0]",0.151649005655445,477.756423826951,7164.23048202788,0.0170919688118879,-0.0867982557709667,144.045613915286,0.017436944250861,1.78744341683033,-0.217428667643661,-0.106292505425283,0.19049430207647,0.0159683001897677,0.000991306924084232,0.970642222675878,1.07718122432809,0.968144449752835,1.05839046036994,0.984633467437703,0.0854176708538658,0.996859515304904,0.0783566079401558,-0.163798013010239,0.785268105429331,-0.0831576160242243,0.0204846735838666
2002,"(3.5,4.0]",0.0574442867320568,507.225479048979,7167.01674157172,0.0131930574905528,-0.0986451328655211,143.668329980653,0.0173833651694657,1.75819232115117,-0.242255506619586,-0.261561524059805,0.188243425114718,0.0176023624299432,0.00101539857858521,0.952995113510248,1.04387441134937,1.04910119757865,1.00676032513009,0.984633467437703,0.0854176708538658,0.996859515304904,0.0783566079401558,-0.370395886602702,0.126355773756112,0.0148278144794899,0.0217009971482857
2003,"(3.5,4.0]",-1.05560079655162,445.073008240784,7038.61691823214,0.00980713204252996,,143.68715574574,,1.77742296892553,,-0.442785169012816,0.186148898967,0.0179045201626703,0.00100903212892115,0.948774495758671,1.05795930905488,1.10172732833516,0.997124318480165,0.984633467437703,0.0854176708538658,0.996859515304904,0.0783566079401558,-0.419807415966426,0.00337946195251223,-0.125564985343423,0.0202340949288134
2004,"(3.5,4.0]",-0.806046132206148,471.141527049292,7091.63091098207,0.0121458036821696,-0.0528472419287019,144.584087494776,0.0192054265556542,1.79261668949572,-0.16971271911871,-0.346985278931225,0.187244998280784,0.0189729821759991,0.000981683375221131,0.960469611119117,0.902258613258943,0.992991791401426,1.00078996594151,0.984633467437703,0.0854176708538658,0.996859515304904,0.0783566079401558,-0.282890601874713,0.0501610615866838,-0.0913094789275866,0.019576262063813
2005,"(3.5,4.0]",-0.232489164064803,490.93517881166,7155.46585605241,0.00809652947932738,-0.00902305608146439,145.887803119641,0.0208668767988807,1.81556752532877,-0.146357449341676,-0.0405752210166232,0.190839139016338,0.0198577502071568,0.000976116650153679,1.0202923494379,1.10516390130855,0.989496980121407,1.03728749185997,0.984633467437703,0.0854176708538658,0.996859515304904,0.0783566079401558,0.417464930192226,0.515948528373507,-0.035615109640604,0.023286176060083
2006,"(3.5,4.0]",-0.921979074834322,434.200884590603,7034.18237752082,0.0103716218047146,0.030202529311166,146.505681284139,0.0232695749404809,1.82968831080376,-0.134123657576555,0.0942533552073574,0.192688369122188,0.0211631921551857,0.000967172341681102,1.05085430237404,1.06371885145416,1.12095421443355,1.03459501728518,0.984633467437703,0.0854176708538658,0.996859515304904,0.0783566079401558,0.775259197240653,0.481586722195734,-0.171492078991461,0.0215482101318143
2007,"(3.5,4.0]",0.0668404776603179,486.748192247518,7150.83595293294,0.0116725932447569,,147.209886170884,,1.8466173704413,,0.392266795563808,0.196020144544352,0.0231155601733295,0.000955795063038998,1.02170470781515,1.11013808223088,0.90335322478419,1.04784775146148,0.984633467437703,0.0854176708538658,0.996859515304904,0.0783566079401558,0.433999663147741,0.650720309326321,-0.00226386111913163,0.0238530047475846
2008,"(3.5,4.0]",-0.237450065104118,455.07794390402,7090.62185787023,0.0142643048224855,0.215232912752089,148.593114427739,0.0396195858994603,1.85619262956477,-0.060947879223864,0.501559496718066,0.197126811654466,0.0238121701718932,0.000975388507856556,0.994301264249754,1.05733780115223,0.964710110508199,1.04772344988095,0.984633467437703,0.0854176708538658,0.996859515304904,0.0783566079401558,0.113182632064392,0.649133951981382,-0.218180530828586,0.028081362177583
2009,"(3.5,4.0]",-0.141567801202925,505.635681308147,7173.40028049715,0.0130969663125014,,148.510030875189,,1.86493810815704,,0.391394009859766,0.196009758571,0.0258973285349842,0.000987597215156634,0.99126224025257,1.08351207071786,0.977796671415506,1.08397414137274,0.984633467437703,0.0854176708538658,0.996859515304904,0.0783566079401558,0.0776042328080689,1.11177127695938,-0.117469688486082,0.0279029243086974
2010,"(3.5,4.0]",0.434916410617725,535.516631579577,7206.71780893901,0.0142254163694592,0.270859732718088,148.348311669985,0.0496728743963165,1.88004228485554,-0.0696227276870092,0.233439214604409,0.194576448245679,0.0267547703920855,0.000970462550776654,0.968522779232225,0.955374581190233,0.875799675019682,1.05401627734907,0.984633467437703,0.0854176708538658,0.996859515304904,0.0783566079401558,-0.188610717717191,0.729444057708854,0.0614247619474367,0.0254320628519743
2011,"(3.5,4.0]",0.124063580917049,538.817426419315,7173.96517807523,0.0145076827757305,,148.142993882481,,1.90349205972546,,0.170116241310638,0.193812027967471,0.0283781352373375,0.00096159181232385,0.951078300238713,0.947230369524437,1.03373181946599,1.03071858096313,0.984633467437703,0.0854176708538658,0.996859515304904,0.0783566079401558,-0.392836363524799,0.432115000231821,0.238374472658511,0.0271579819474922
2012,"(3.5,4.0]",0.509285517993332,576.360551259683,7207.41738757352,0.019617616830996,0.212466075282015,147.99007174123,0.0535416939644249,1.90108109174283,-0.129416065235688,0.2496059724984,0.194593356694861,0.0304676164989779,0.000929401220912242,1.0062193559773,1.0391225136592,1.17905850347713,1.01651546724879,0.984633467437703,0.0854176708538658,0.996859515304904,0.0783566079401558,0.252709870496552,0.250852512131476,0.21205250417285,0.0285440193546057
2013,"(3.5,4.0]",1.61848343755761,571.391369154193,7230.3922709654,0.0219202037257419,0.128338701273648,146.106076227375,0.0524196441065474,1.889764666838,-0.219334797209767,0.582070366169807,0.197894991166262,0.0339963094217434,0.000901999599056129,1.05633032278425,1.08133372109923,1.21526494454296,1.02131465123819,0.984633467437703,0.0854176708538658,0.996859515304904,0.0783566079401558,0.839367950798029,0.312100492557915,0.166631630244977,0.0365178889170152
2014,"(3.5,4.0]",2.19122746777936,566.594190641768,7189.40714515253,0.0291873549215519,,143.786035386942,,1.86783479485426,,1.01682578631325,0.202096288258785,0.0366275769202516,0.00089649499121412,1.02286913502062,0.903752166602239,0.810490732597339,0.985362670415069,0.984633467437703,0.0854176708538658,0.996859515304904,0.0783566079401558,0.447631821386595,-0.14672463742452,0.446436461754313,0.0423403677578158
